Date,BTC,DOGE,ETH,LTC,XRP,XLM
2019-05-06,5715.86,0.002542,161.25,74.79,0.302389,0.097809
2019-05-07,5687.9,0.002536,171.07,74.09,0.299684,0.094926
2019-05-08,5907.47,0.002537,177.23,76.34,0.300721,0.093697
2019-05-09,5948.41,0.0025,169.58,73.83,0.296509,0.090232
2019-05-10,6153.09,0.002522,170.11,73.76,0.300387,0.092452
2019-05-11,6343.14,0.002754,172.21,76.68,0.324543,0.104228
2019-05-12,7219.95,0.002665,192.52,88.31,0.310074,0.098866
2019-05-13,6979.76,0.002756,188.23,84.79,0.325475,0.100416
2019-05-14,7824.93,0.003068,196.51,87.78,0.409062,0.112994
2019-05-15,7990.92,0.003308,217.44,91.69,0.456005,0.137002
2019-05-16,8203.32,0.003168,249,102.26,0.419707,0.137283
2019-05-17,7878.96,0.002962,264.39,95.75,0.386193,0.126562
2019-05-18,7363.69,0.003005,244.59,89.88,0.372736,0.128833
2019-05-19,7262.4,0.003178,234.03,86.65,0.4177,0.141485
2019-05-20,8200,0.003041,261.09,95.06,0.398003,0.135545
