Date,BTC,DOGE,ETH,LTC,XRP,XLM
2016-08-24,582.58,0.000236,10.98,3.95,0.005932,0.001912
2016-08-25,578.92,0.000241,11,3.84,0.005912,0.001925
2016-08-26,576.16,0.000242,11.34,3.81,0.005892,0.001925
2016-08-27,578.89,0.000228,11.29,3.81,0.005902,0.001931
2016-08-28,570.42,0.00023,11.21,3.78,0.005869,0.00202
2016-08-29,574.83,0.000227,10.98,3.72,0.00587,0.002032
2016-08-30,573,0.000226,10.95,3.77,0.005842,0.001966
2016-08-31,574.79,0.000226,11.2,3.81,0.005897,0.00194
2016-09-01,571.59,0.000225,11.52,3.74,0.005886,0.001951
2016-09-02,571.96,0.000226,12.24,3.66,0.005961,0.001963
2016-09-03,575.38,0.000233,12.11,3.84,0.008303,0.002319
2016-09-04,600.58,0.00025,11.83,3.88,0.007446,0.002082
2016-09-05,611.82,0.000236,11.76,4.02,0.007018,0.002162
2016-09-06,606.19,0.00024,11.77,3.96,0.006853,0.00209
2016-09-07,612.37,0.000236,11.73,3.95,0.006858,0.002127
2016-09-08,614.59,0.000232,11.6,3.96,0.006785,0.002052
2016-09-09,628.77,0.000231,11.42,4.01,0.006829,0.002085
2016-09-10,622.6,0.000228,11.61,3.96,0.006843,0.002138
2016-09-11,625.1,0.000224,12.07,3.96,0.007211,0.002083
2016-09-12,607.25,0.000226,11.64,3.9,0.007362,0.002219
2016-09-13,607.48,0.000225,11.87,3.88,0.007855,0.002454
2016-09-14,608.24,0.000229,11.92,3.81,0.007963,0.002385
2016-09-15,608.95,0.000228,11.93,3.85,0.008229,0.002549
2016-09-16,607.01,0.000229,11.96,3.81,0.009048,0.003149
2016-09-17,607.75,0.000231,12.6,3.81,0.008914,0.003066
2016-09-18,607.83,0.000235,12.88,3.82,0.00883,0.002847
2016-09-19,610.99,0.000233,12.58,3.87,0.008205,0.002763
2016-09-20,608.94,0.00023,12.92,3.86,0.008165,0.002867
2016-09-21,608.98,0.000234,15.09,4,0.008089,0.00271
2016-09-22,596.95,0.000229,13.71,3.82,0.007853,0.00259
2016-09-23,595.25,0.000233,13.1,3.79,0.007435,0.002485
2016-09-24,602.68,0.000223,13.36,3.83,0.007382,0.002306
2016-09-25,603.69,0.000228,12.94,3.87,0.007377,0.002374
2016-09-26,601.35,0.000225,13.07,3.8,0.00731,0.002317
2016-09-27,606.82,0.000228,12.88,3.92,0.007543,0.002376
2016-09-28,605.3,0.000228,13.11,3.83,0.007978,0.002466
2016-09-29,604.98,0.00023,13.31,3.81,0.008234,0.002679
2016-09-30,605.07,0.000225,13.18,3.86,0.007949,0.002637
2016-10-01,607.65,0.000227,13.24,3.81,0.007982,0.002539
2016-10-02,616,0.000227,13.24,3.85,0.008767,0.002479
2016-10-03,612.41,0.000224,13.28,3.83,0.008146,0.002439
2016-10-04,612.95,0.000223,13.52,3.83,0.008078,0.002418
2016-10-05,609.25,0.000221,13.34,3.85,0.00803,0.002291
2016-10-06,613.35,0.000221,13.1,3.88,0.00835,0.002388
2016-10-07,611.83,0.000219,12.87,3.82,0.008627,0.002339
2016-10-08,617.32,0.000221,12.69,3.82,0.009092,0.00267
2016-10-09,619.59,0.000218,12.28,3.86,0.009029,0.002476
2016-10-10,617.58,0.000223,12.05,3.8,0.008972,0.002407
2016-10-11,618.31,0.000221,11.78,3.79,0.009454,0.002438
2016-10-12,643.83,0.000219,11.76,3.83,0.009065,0.002471
2016-10-13,636.92,0.000219,11.77,3.8,0.008891,0.002357
2016-10-14,635.86,0.000216,12.05,3.83,0.008835,0.002338
2016-10-15,638,0.000217,11.9,3.82,0.008481,0.002176
2016-10-16,637.51,0.000216,11.95,3.92,0.008143,0.002095
2016-10-17,642.53,0.000223,11.94,3.88,0.007732,0.001957
2016-10-18,638.96,0.000223,11.97,3.82,0.008014,0.002127
2016-10-19,634.97,0.00022,12.53,3.91,0.008196,0.002088
2016-10-20,629.68,0.000221,11.97,3.79,0.008102,0.001976
2016-10-21,627.83,0.00022,12.03,3.8,0.008222,0.002023
2016-10-22,629.76,0.000217,12.05,3.79,0.008021,0.001994
2016-10-23,655,0.000219,12.04,3.84,0.008157,0.001999
2016-10-24,650.54,0.000222,11.92,3.88,0.00823,0.002021
2016-10-25,649.75,0.000221,11.9,3.87,0.008193,0.001959
2016-10-26,649.07,0.000239,11.32,3.85,0.008108,0.002013
2016-10-27,674,0.000229,11.5,3.89,0.008206,0.001986
2016-10-28,685.57,0.000229,11.43,3.99,0.008079,0.001968
2016-10-29,689.65,0.000228,11.1,3.9,0.008136,0.001948
2016-10-30,717.9,0.000227,10.43,4.06,0.008065,0.001913
2016-10-31,697.65,0.00022,11.22,3.93,0.008044,0.001899
2016-11-01,699.68,0.000225,10.95,3.98,0.008257,0.001896
2016-11-02,731.16,0.000223,10.79,4.02,0.008098,0.00188
2016-11-03,735.5,0.000222,10.83,4.07,0.007881,0.001853
2016-11-04,688.93,0.000221,10.88,3.9,0.007842,0.001772
2016-11-05,705.7,0.000224,11.15,3.88,0.007727,0.00182
2016-11-06,706.9,0.000218,11.16,3.87,0.007778,0.001807
2016-11-07,716.83,0.00022,11.02,3.91,0.007799,0.001796
2016-11-08,706.82,0.000219,10.94,3.88,0.007651,0.00176
2016-11-09,712.57,0.000222,10.86,3.91,0.007566,0.001755
2016-11-10,721,0.000224,10.66,3.98,0.007434,0.001735
2016-11-11,712.28,0.000219,10.52,3.8,0.007061,0.001733
2016-11-12,714.77,0.000218,10.31,3.8,0.00695,0.001691
2016-11-13,704.67,0.00022,9.96,3.75,0.006902,0.001722
2016-11-14,703.98,0.000219,10.14,3.86,0.00739,0.001649
2016-11-15,705.52,0.000217,10.03,3.87,0.007074,0.001665
2016-11-16,712.41,0.000218,10.28,3.92,0.007008,0.001655
2016-11-17,737.55,0.000217,10.02,3.92,0.00678,0.001667
2016-11-18,736.57,0.000214,9.98,3.9,0.006723,0.001629
2016-11-19,747.8,0.000214,9.53,3.87,0.006702,0.001619
2016-11-20,750.38,0.000216,9.71,3.92,0.00666,0.001529
2016-11-21,731,0.000217,9.6,3.89,0.006588,0.001592
2016-11-22,735.81,0.000217,9.53,3.93,0.006527,0.001532
2016-11-23,747,0.000215,9.83,3.9,0.006434,0.001542
2016-11-24,741.76,0.000212,9.8,3.86,0.006655,0.002666
2016-11-25,737.99,0.000214,9.21,3.9,0.006851,0.002767
2016-11-26,739,0.000215,9.4,3.87,0.007097,0.002421
2016-11-27,735.83,0.000212,9.34,3.86,0.007135,0.002545
2016-11-28,729.01,0.000215,8.9,3.87,0.006816,0.002233
2016-11-29,730.27,0.000223,8.66,3.84,0.006744,0.002353
2016-11-30,731.8,0.000222,8.19,3.83,0.006778,0.002272
2016-12-01,742.6,0.000216,8.63,3.84,0.006708,0.002158
2016-12-02,753.57,0.000217,8.46,3.88,0.006705,0.00215
2016-12-03,771.54,0.000215,7.68,3.94,0.006662,0.002802
2016-12-04,766.52,0.000217,7.9,3.9,0.00671,0.003123
2016-12-05,766.96,0.000219,7.54,3.89,0.006541,0.002772
2016-12-06,753.36,0.000218,6.69,3.58,0.006574,0.0029
2016-12-07,755.73,0.000218,6.81,3.5,0.006545,0.002868
2016-12-08,766.07,0.000219,8.37,3.67,0.0065,0.002836
2016-12-09,768.35,0.000227,8.27,3.65,0.006445,0.00281
2016-12-10,771.77,0.000225,8.55,3.74,0.006363,0.002751
2016-12-11,775.98,0.000236,8.12,3.7,0.006286,0.002646
2016-12-12,770.9,0.000234,8.25,3.64,0.006349,0.002691
2016-12-13,778.71,0.00023,8.49,3.64,0.006444,0.002578
2016-12-14,779.79,0.000233,8.4,3.65,0.006326,0.002657
2016-12-15,777.72,0.000227,8.26,3.6,0.006199,0.002543
2016-12-16,775,0.000223,7.77,3.5,0.006173,0.002509
2016-12-17,785,0.000228,7.89,3.64,0.006341,0.002559
2016-12-18,790.07,0.000228,7.68,3.72,0.006426,0.002544
2016-12-19,790,0.000223,7.94,3.62,0.006449,0.002469
2016-12-20,789.91,0.000228,7.62,3.66,0.006368,0.002481
2016-12-21,797.99,0.000226,7.58,3.62,0.006311,0.002477
2016-12-22,828.58,0.000227,7.88,3.66,0.006386,0.002554
2016-12-23,858.01,0.000236,7.65,3.69,0.00657,0.002735
2016-12-24,915.5,0.000229,7.18,4.49,0.006201,0.002598
2016-12-25,887,0.00022,7.24,4.47,0.006315,0.002494
2016-12-26,896.73,0.000221,7.22,4.3,0.006366,0.002396
2016-12-27,901.98,0.000221,7.23,4.23,0.006233,0.002355
2016-12-28,921.59,0.000229,7.16,4.33,0.006167,0.002347
2016-12-29,981.92,0.000226,7.62,4.53,0.006698,0.002355
2016-12-30,976.75,0.000205,8.29,4.69,0.006411,0.002089
2016-12-31,962.63,0.000208,8.22,4.35,0.006423,0.002475
2017-01-01,970.47,0.000209,8.13,4.36,0.006596,0.002398
2017-01-02,996.82,0.000209,8.18,4.51,0.006863,0.002472
2017-01-03,1019.01,0.000206,8.36,4.56,0.006726,0.002441
2017-01-04,1035.19,0.000207,9.69,4.55,0.006788,0.00238
2017-01-05,1133,0.000215,10.98,4.55,0.0068,0.002545
2017-01-06,995.05,0.000208,10.28,4.23,0.006709,0.002481
2017-01-07,894.93,0.000211,10.13,3.88,0.007034,0.002349
2017-01-08,903.7,0.000209,9.96,3.98,0.006675,0.002357
2017-01-09,916.6,0.000208,10.44,4.03,0.006706,0.002301
2017-01-10,905.41,0.000207,10.37,4.39,0.006713,0.002336
2017-01-11,907.53,0.000208,10.66,4.67,0.006697,0.002332
2017-01-12,801.5,0.000202,9.9,4.02,0.00654,0.002234
2017-01-13,822.64,0.000204,9.89,4,0.006513,0.002157
2017-01-14,830.79,0.000208,9.79,3.97,0.00669,0.002197
2017-01-15,829.62,0.000204,9.85,4,0.006415,0.002196
2017-01-16,830,0.000209,9.95,3.96,0.006342,0.002192
2017-01-17,831.89,0.000204,9.62,3.88,0.006402,0.002225
2017-01-18,907.58,0.000208,10.2,3.93,0.006381,0.002458
2017-01-19,880,0.000206,10.23,3.89,0.006314,0.002371
2017-01-20,901,0.000209,10.47,3.88,0.00654,0.002357
2017-01-21,894.05,0.000211,10.65,3.88,0.006469,0.00242
2017-01-22,925.36,0.000213,10.99,3.92,0.006474,0.002399
2017-01-23,924.98,0.000211,10.78,3.86,0.006492,0.002391
2017-01-24,924.24,0.000211,10.79,3.85,0.006442,0.002344
2017-01-25,894.86,0.000214,10.51,3.76,0.00645,0.002369
2017-01-26,896.81,0.000208,10.52,3.69,0.006407,0.002319
2017-01-27,917.93,0.000211,10.66,3.86,0.006438,0.002235
2017-01-28,923.4,0.000204,10.51,3.9,0.006374,0.002155
2017-01-29,924.7,0.000208,10.57,3.87,0.006289,0.002141
2017-01-30,917.31,0.00021,10.5,3.88,0.006333,0.002111
2017-01-31,923.45,0.000208,10.59,4.03,0.006269,0.00209
2017-02-01,970.92,0.000208,10.74,4.07,0.006251,0.002067
2017-02-02,989.71,0.000209,10.73,4.08,0.006278,0.00209
2017-02-03,1007.66,0.000209,10.82,4.09,0.006147,0.002224
2017-02-04,1016.77,0.000207,10.95,4.06,0.006027,0.002139
2017-02-05,1035.84,0.000209,11.42,4.02,0.005935,0.002093
2017-02-06,1019.31,0.000197,11.29,3.97,0.005569,0.002021
2017-02-07,1024.39,0.000208,11.34,3.97,0.005878,0.002014
2017-02-08,1053.97,0.000207,11.49,3.98,0.005873,0.002052
2017-02-09,1059.14,0.000208,11.45,3.96,0.005832,0.001997
2017-02-10,985,0.000202,10.99,3.76,0.00586,0.002008
2017-02-11,1003.97,0.000208,11.38,3.83,0.005895,0.001927
2017-02-12,1018.43,0.000208,11.49,3.84,0.005701,0.001885
2017-02-13,1010,0.0002,11.48,3.8,0.005665,0.001881
2017-02-14,1002.56,0.000203,11.44,3.78,0.005671,0.001875
2017-02-15,1012.23,0.000208,13.02,3.82,0.005609,0.001774
2017-02-16,1014.53,0.000205,12.98,3.89,0.005536,0.001843
2017-02-17,1038.94,0.000203,12.89,3.86,0.005408,0.001724
2017-02-18,1057.3,0.000205,12.75,3.91,0.005991,0.001787
2017-02-19,1062.15,0.000211,12.89,3.84,0.006339,0.001763
2017-02-20,1059.88,0.000205,12.9,3.81,0.006299,0.001753
2017-02-21,1089.86,0.000206,12.61,3.81,0.006129,0.001738
2017-02-22,1128.29,0.00021,12.83,3.85,0.006057,0.001876
2017-02-23,1128.71,0.000209,12.75,3.89,0.006534,0.002011
2017-02-24,1186.9,0.000208,13.21,3.9,0.006509,0.001835
2017-02-25,1186.91,0.000211,13.2,3.95,0.006498,0.00179
2017-02-26,1158,0.000204,13.65,3.9,0.006227,0.001733
2017-02-27,1184.91,0.000211,14.74,3.89,0.006238,0.001788
2017-02-28,1195.81,0.000229,15.66,3.87,0.006255,0.001847
2017-03-01,1195.08,0.000247,16.4,3.85,0.006385,0.001965
2017-03-02,1230,0.000238,17.37,3.86,0.006381,0.001918
2017-03-03,1269.17,0.000243,19.27,4.04,0.006314,0.001953
2017-03-04,1292.86,0.000235,19.68,4.07,0.006394,0.00197
2017-03-05,1273.97,0.000223,18.65,4.04,0.006116,0.001957
2017-03-06,1278.98,0.000219,19.37,4.02,0.00671,0.001877
2017-03-07,1284.99,0.000235,19.68,4.1,0.006912,0.001916
2017-03-08,1237.36,0.000236,18.96,3.99,0.006975,0.001995
2017-03-09,1150.22,0.000246,16.68,3.86,0.006909,0.002187
2017-03-10,1197.3,0.000243,17.82,3.92,0.007301,0.001983
2017-03-11,1109.01,0.000242,19.2,3.8,0.010582,0.002251
2017-03-12,1188.11,0.000264,21.64,3.82,0.010518,0.002108
2017-03-13,1235.58,0.000298,23.39,3.94,0.009116,0.002016
2017-03-14,1245.5,0.000272,28.63,4.4,0.009545,0.002018
2017-03-15,1247.42,0.000254,28.69,4.19,0.009597,0.001892
2017-03-16,1263,0.000273,35.65,4.33,0.009514,0.002043
2017-03-17,1175.11,0.000272,45.96,4.31,0.010101,0.001973
2017-03-18,1069.57,0.000304,44.62,4.12,0.013276,0.002302
2017-03-19,970,0.000328,34.03,4.02,0.020889,0.002356
2017-03-20,1019.49,0.000335,43.21,3.93,0.021892,0.002631
2017-03-21,1044.96,0.000489,42.31,4.18,0.061159,0.004183
2017-03-22,1114.42,0.000427,42.36,4.04,0.033023,0.003124
2017-03-23,1034.57,0.000432,41.37,3.94,0.037455,0.003046
2017-03-24,1025.14,0.000442,42.99,3.96,0.035544,0.003131
2017-03-25,934.87,0.00045,52.93,4.11,0.032665,0.002824
2017-03-26,963.72,0.000398,50.5,4.09,0.03632,0.002767
2017-03-27,973.08,0.000432,50.73,4.1,0.035849,0.00292
2017-03-28,1042.08,0.000381,48.97,4.08,0.03402,0.002745
2017-03-29,1045.4,0.0004,50.3,4.2,0.033598,0.002788
2017-03-30,1043.27,0.00039,53.1,4.3,0.032952,0.002782
2017-03-31,1042.08,0.000414,51.87,7.89,0.034336,0.003036
2017-04-01,1088.99,0.000425,50.18,7.25,0.034383,0.00306
2017-04-02,1092,0.000426,50.71,7.61,0.033779,0.003128
2017-04-03,1113.99,0.000418,48.74,8.34,0.033955,0.003385
2017-04-04,1152.6,0.000454,44.25,8.61,0.033462,0.003737
2017-04-05,1143.99,0.000459,44.47,9.15,0.033655,0.003555
2017-04-06,1132.99,0.000459,44.78,13,0.033184,0.003706
2017-04-07,1192.3,0.000448,43.3,10.87,0.030173,0.003574
2017-04-08,1194,0.000443,42.32,9.89,0.029984,0.003368
2017-04-09,1184.5,0.000451,44.45,10.79,0.032779,0.003466
2017-04-10,1210.97,0.000464,43.92,9.26,0.03177,0.003506
2017-04-11,1210,0.000522,43.92,9.87,0.031278,0.003506
2017-04-12,1223.99,0.000515,43.83,9.71,0.031384,0.00384
2017-04-13,1214.17,0.000527,46.48,11.69,0.032346,0.003808
2017-04-14,1177.05,0.000544,49.77,11.05,0.032797,0.003835
2017-04-15,1173.74,0.000632,47.2,11.61,0.034816,0.00397
2017-04-16,1178.85,0.000678,48.94,11.69,0.044475,0.004551
2017-04-17,1177.99,0.000734,48.13,11.7,0.052868,0.004971
2017-04-18,1189.91,0.000746,47.94,11.15,0.051607,0.00484
2017-04-19,1201.94,0.000686,49.79,10.95,0.055115,0.005138
2017-04-20,1214.21,0.00061,47.78,10.21,0.053908,0.004834
2017-04-21,1236.15,0.000678,49.38,10.99,0.06049,0.005197
2017-04-22,1249.99,0.000744,48.37,12.12,0.078914,0.006628
2017-04-23,1247,0.00084,48.61,14.35,0.093551,0.010877
2017-04-24,1251.98,0.001169,48.96,15.38,0.101791,0.021343
2017-04-25,1257.29,0.001305,50.12,15.07,0.141763,0.043984
2017-04-26,1281.16,0.001521,50.31,15.53,0.198212,0.03988
2017-04-27,1298.44,0.001239,53.42,15.09,0.160074,0.027647
2017-04-28,1349.26,0.001239,63.67,14.98,0.186066,0.031376
2017-04-29,1353.34,0.001212,73.14,14.75,0.183135,0.036203
2017-04-30,1365.43,0.001183,70.4,16.34,0.206068,0.040706
2017-05-01,1384.55,0.001184,80.87,16.2,0.214878,0.037586
2017-05-02,1436.5,0.001274,79.35,16.47,0.220223,0.038648
2017-05-03,1471.99,0.001128,77.55,16.24,0.27072,0.043552
2017-05-04,1533,0.001059,81.29,22.01,0.349861,0.049368
2017-05-05,1563.39,0.001318,95.97,24.16,0.394132,0.048568
2017-05-06,1551.3,0.001508,91.93,26.33,0.364869,0.04627
2017-05-07,1585.39,0.001518,95.84,28.43,0.327801,0.049576
2017-05-08,1609.57,0.0019,93.82,30.62,0.351634,0.053888
2017-05-09,1713,0.003062,89.25,28.86,0.336201,0.060843
2017-05-10,1720.43,0.003405,86.58,33.2,0.317954,0.051003
2017-05-11,1794.99,0.003562,88.36,32.85,0.323368,0.0555
2017-05-12,1837.93,0.003659,88.3,30.69,0.29589,0.051364
2017-05-13,1695.61,0.002994,85.17,27.21,0.246065,0.040021
2017-05-14,1792.73,0.002424,88.42,29.09,0.271808,0.041065
2017-05-15,1799.99,0.002541,89.39,28.9,0.212549,0.033024
2017-05-16,1747.81,0.002579,91,25.61,0.229554,0.035364
2017-05-17,1777.48,0.002732,87.98,23.6,0.23207,0.037044
2017-05-18,1813.23,0.002623,86.88,25.3,0.205324,0.031009
2017-05-19,1899.16,0.002657,96.2,28.58,0.24659,0.034273
2017-05-20,1976.23,0.002867,125.14,27.55,0.333657,0.043069
2017-05-21,2058.91,0.003026,123.63,27.34,0.303448,0.040226
2017-05-22,2057,0.003251,148.78,25.92,0.29458,0.039294
2017-05-23,2123.29,0.003179,160.1,24.71,0.299413,0.039989
2017-05-24,2272.75,0.003873,169.95,31.06,0.294003,0.041507
2017-05-25,2432.97,0.003741,196.06,34.31,0.284548,0.045407
2017-05-26,2355,0.003302,181.51,29.64,0.279783,0.047098
2017-05-27,2272.7,0.003575,163.8,25.93,0.289678,0.05042
2017-05-28,2099.99,0.003453,159.91,23.5,0.286019,0.047356
2017-05-29,2232.78,0.003313,175.48,24.73,0.260874,0.042866
2017-05-30,2279.48,0.003601,194.82,25.77,0.272759,0.045915
2017-05-31,2191.58,0.003253,228.69,24.11,0.253964,0.039988
2017-06-01,2303.29,0.003313,229.14,25.88,0.266153,0.04186
2017-06-02,2419.99,0.003092,221.91,27.74,0.278447,0.039828
2017-06-03,2478.99,0.003043,222.04,27.9,0.259266,0.037439
2017-06-04,2548.05,0.003163,224.95,27.4,0.262068,0.037536
2017-06-05,2521.36,0.003322,245.5,27.79,0.268351,0.039251
2017-06-06,2698,0.00323,248,30.7,0.2846,0.038332
2017-06-07,2871.29,0.003141,264.58,30.1,0.296068,0.040252
2017-06-08,2685.64,0.003218,255.68,28.6,0.324427,0.039366
2017-06-09,2799.73,0.003125,258.64,30.08,0.296366,0.038124
2017-06-10,2811.39,0.003104,279.38,29.56,0.297848,0.03872
2017-06-11,2932.44,0.003143,340.2,30.13,0.319978,0.041397
2017-06-12,2998.98,0.003135,343.01,34.04,0.31111,0.03821
2017-06-13,2655.71,0.002961,397.37,29.06,0.298423,0.033373
2017-06-14,2709.01,0.00275,388,30.32,0.277288,0.030218
2017-06-15,2432.21,0.002623,341.7,28.81,0.276306,0.029113
2017-06-16,2409.98,0.002793,343.71,28.97,0.280455,0.031998
2017-06-17,2480.43,0.002656,354.26,33.89,0.265421,0.029039
2017-06-18,2634.94,0.002602,368.98,46.01,0.26293,0.026988
2017-06-19,2515.25,0.002645,351.85,43.66,0.254744,0.024466
2017-06-20,2596.98,0.002481,358.71,47.63,0.259449,0.025706
2017-06-21,2725.08,0.002533,350.94,45.63,0.259959,0.026266
2017-06-22,2643.35,0.002518,325.41,44,0.254709,0.02575
2017-06-23,2679.99,0.002714,320.02,45.98,0.256523,0.025441
2017-06-24,2690.76,0.002636,326.99,46.03,0.254641,0.025418
2017-06-25,2574.84,0.002397,304.5,43.05,0.23948,0.020415
2017-06-26,2505.61,0.00244,278.49,40.8,0.236134,0.021597
2017-06-27,2407.91,0.00233,252.01,38.15,0.233416,0.019499
2017-06-28,2575.75,0.001952,287.23,40.5,0.203165,0.015137
2017-06-29,2553.25,0.001779,315.32,42,0.185019,0.014518
2017-06-30,2530,0.001938,292.95,40.2,0.205354,0.017907
2017-07-01,2455.19,0.001823,280.04,39.49,0.200809,0.017351
2017-07-02,2423.63,0.001681,263.12,38.37,0.190769,0.016321
2017-07-03,2516.66,0.001484,285,41.59,0.170589,0.017618
2017-07-04,2542.41,0.001307,276.37,45.51,0.148056,0.015654
2017-07-05,2602,0.00152,269.2,54.89,0.177889,0.018614
2017-07-06,2616.96,0.001864,266.27,53.4,0.188718,0.018666
2017-07-07,2604.84,0.001689,266.01,51.2,0.168388,0.017256
2017-07-08,2501.15,0.001935,241.28,46.21,0.188295,0.018859
2017-07-09,2561.11,0.001936,246.64,51.27,0.182608,0.019201
2017-07-10,2508.99,0.002095,238.81,48.76,0.19332,0.022877
2017-07-11,2331.05,0.001972,202.86,44.74,0.195058,0.021769
2017-07-12,2310.01,0.00198,190.57,43.92,0.192002,0.022605
2017-07-13,2383.42,0.001773,224.04,47,0.178104,0.018551
2017-07-14,2340,0.00181,205,45.48,0.173822,0.018878
2017-07-15,2217.24,0.001856,197.23,42.78,0.173457,0.018322
2017-07-16,1964.31,0.001782,167.72,38.14,0.165937,0.016961
2017-07-17,1910.86,0.001768,155.68,40.69,0.169871,0.017447
2017-07-18,2235.19,0.001719,190.87,42.36,0.165082,0.015984
2017-07-19,2308.15,0.001718,227.01,43.5,0.167386,0.016095
2017-07-20,2258.99,0.001792,194.73,40.19,0.177053,0.017933
2017-07-21,2873.48,0.001788,226.06,44.72,0.173113,0.018413
2017-07-22,2657.45,0.001795,216.6,45.4,0.174612,0.01886
2017-07-23,2825.27,0.00182,230.69,46.7,0.173743,0.022241
2017-07-24,2754.28,0.002087,228.31,45.23,0.184737,0.023984
2017-07-25,2762.26,0.001909,225.96,45.01,0.180444,0.022701
2017-07-26,2564,0.001949,203.78,42.21,0.179021,0.022195
2017-07-27,2525.99,0.001961,203.23,41.99,0.192586,0.023737
2017-07-28,2664.99,0.001937,202.94,41.87,0.182947,0.022996
2017-07-29,2786.07,0.001896,190.72,40.35,0.180399,0.022007
2017-07-30,2700.21,0.00188,205.9,41.01,0.179307,0.02148
2017-07-31,2723.99,0.001856,196.95,40.82,0.173853,0.020218
2017-08-01,2856.88,0.001807,200.82,42.27,0.168092,0.01825
2017-08-02,2732.59,0.001762,225.73,43.18,0.169991,0.017622
2017-08-03,2699.9,0.001738,217.92,41.82,0.161221,0.017433
2017-08-04,2787.02,0.001774,224,42.49,0.160431,0.017702
2017-08-05,2857.34,0.00171,220.72,43.07,0.157498,0.017327
2017-08-06,3243.49,0.001678,251.85,45.85,0.158883,0.016842
2017-08-07,3222.22,0.001678,263.96,45.33,0.155057,0.016513
2017-08-08,3398.23,0.001707,269.9,45.99,0.158735,0.017631
2017-08-09,3422.43,0.001712,295.95,49.06,0.191918,0.019753
2017-08-10,3342.8,0.001716,295.26,47.69,0.239286,0.021624
2017-08-11,3444.98,0.001732,300.51,47.2,0.246827,0.020222
2017-08-12,3656.15,0.001816,309.65,47.08,0.218958,0.019024
2017-08-13,3874,0.00179,308.35,46.33,0.217828,0.020497
2017-08-14,4060.47,0.001778,296.66,45.22,0.212577,0.021208
2017-08-15,4320.6,0.00176,299.16,45.59,0.202995,0.019785
2017-08-16,4159.93,0.001825,286.71,43.1,0.224508,0.020525
2017-08-17,4370.01,0.001867,300.45,43.8,0.218564,0.020104
2017-08-18,4280.01,0.002105,300.67,43.88,0.228006,0.021224
2017-08-19,4101.72,0.002064,292.87,46.69,0.25563,0.022405
2017-08-20,4157.41,0.002543,293.58,45.18,0.248479,0.023954
2017-08-21,4050.99,0.002226,297.79,45.57,0.226669,0.020837
2017-08-22,4002,0.002153,322,47.99,0.228811,0.021296
2017-08-23,4092,0.001786,314.19,46.43,0.204968,0.017625
2017-08-24,4143.49,0.001908,317.5,53.31,0.215189,0.018567
2017-08-25,4312.03,0.002019,324.56,51.09,0.226186,0.020346
2017-08-26,4360,0.001928,330.14,51.11,0.22364,0.020096
2017-08-27,4344.32,0.001596,332.99,51.55,0.211518,0.017447
2017-08-28,4340.11,0.001568,348.2,61.56,0.209995,0.017095
2017-08-29,4384.99,0.001395,347.54,62.38,0.213031,0.016269
2017-08-30,4599,0.001463,372.48,63.75,0.214441,0.016993
2017-08-31,4581.98,0.00144,384.1,66.12,0.209303,0.016324
2017-09-01,4743.94,0.001398,389.2,73.23,0.200778,0.015328
2017-09-02,4947.99,0.000854,392.87,89.23,0.164167,0.011038
2017-09-03,4649.99,0.000865,354.87,79.84,0.181358,0.012097
2017-09-04,4626.05,0.000867,353.06,79.44,0.179082,0.011699
2017-09-05,4498.25,0.000853,316.86,71.25,0.178393,0.011211
2017-09-06,4432.51,0.000947,320.08,74.19,0.189768,0.013455
2017-09-07,4616.18,0.00089,339.38,81.47,0.184041,0.011795
2017-09-08,4624.18,0.000862,335.56,80.23,0.182078,0.012236
2017-09-09,4350,0.000755,307.96,73.7,0.171754,0.0106
2017-09-10,4334.36,0.000772,304.99,71.27,0.17351,0.010776
2017-09-11,4251.36,0.000954,300.33,67.44,0.177882,0.011896
2017-09-12,4210.72,0.000892,298.47,68.28,0.175787,0.011563
2017-09-13,4164.52,0.001141,294.5,66,0.181487,0.012073
2017-09-14,3855.32,0.001151,275.71,61.8,0.186119,0.012388
2017-09-15,3250.4,0.001173,223.85,45.42,0.203299,0.014378
2017-09-16,3740.02,0.00108,260.88,52.29,0.196131,0.013863
2017-09-17,3726.51,0.001082,255.84,52.47,0.193606,0.013204
2017-09-18,3719.97,0.001145,259.66,51.37,0.197529,0.013858
2017-09-19,4100,0.001084,298,56.3,0.206532,0.013688
2017-09-20,3910.11,0.001085,282.8,52.95,0.202676,0.012962
2017-09-21,3867.05,0.001108,283.55,51.57,0.203318,0.012404
2017-09-22,3617.47,0.001024,258.11,46.61,0.214774,0.011851
2017-09-23,3619.01,0.001001,263.88,47.81,0.237016,0.014576
2017-09-24,3787.33,0.001056,286.03,49.41,0.234039,0.018403
2017-09-25,3669.01,0.001066,283.21,47.7,0.23861,0.020959
2017-09-26,3919.78,0.001056,294.41,52.22,0.279944,0.018598
2017-09-27,3885.09,0.000991,288.77,52.34,0.251825,0.017601
2017-09-28,4200,0.001036,309.85,56.88,0.260733,0.018953
2017-09-29,4189.42,0.001046,302.33,54.87,0.264439,0.01945
2017-09-30,4156.99,0.001062,291.88,52.62,0.248414,0.017784
2017-10-01,4339,0.001066,301.57,55.26,0.260489,0.01796
2017-10-02,4394.81,0.00111,303.25,54.69,0.25732,0.017522
2017-10-03,4392.71,0.001106,296.72,53.37,0.263983,0.018925
2017-10-04,4307.99,0.001164,292.36,52.15,0.256232,0.036865
